Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,YOY Quarterly profit growth,YOY Quarterly sales growth,Price to Earning,Return over 1year,Debt to equity,CFO to PAT,PEG Ratio,Sales growth,Profit growth,Promoter holding,Return on invested capital,Return on capital employed,OPM,Free cash flow last year,Debt,EPS,DII holding,FII holding,Sales growth 3Years,Average return on capital employed 3Years,Pledged percentage,EVEBITDA,From 52w high,GPM latest quarter,Industry PE,Price to book value,Working Capital Days,Average Working Capital Days 3years,Interest Coverage Ratio,Change in FII holding 3Years,Change in DII holding 3Years,Sales preceding quarter,Sales latest quarter,Sales,Profit after tax latest quarter,Profit growth 3Years,Sales 2quarters back,Sales 3quarters back,OPM latest quarter,Net profit 2quarters back,Net profit 3quarters back,Profit after tax preceding quarter,Change in promoter holding 3Years,Debt 3Years back,Historical PE 5Years,OPM last year,OPM preceding year,OPM 5Year,OPM preceding quarter,Book value,EBIT,Enterprise Value,DMA 200,DMA 50
Minda Corp,538962,MINDACORP,INE842C01021,Auto Components,Auto Components & Equipments,680.40,16266.99,64.70,33.22,40.35,38.42,0.56,1.89,5.23,26.59,57.13,64.84,24.68,12.67,11.68,311.20,1476.20,20.95,17.87,9.30,12.88,13.51,0.00,22.27,0.88,36.07,29.89,6.22,-16.20,-4.26,4.54,3.56,5.99,1703.81,1846.31,6645.77,107.57,7.71,1560.29,1535.36,11.46,84.27,84.64,122.60,0.12,717.80,42.24,11.68,11.40,11.11,11.94,110.37,547.69,17596.09,622.29,695.84
Mitcon Consult.,,MITCON,INE828O01033,Commercial Services & Supplies,Consulting Services,79.81,139.01,151.38,176.63,14.26,23.75,0.62,1.83,0.60,49.78,146.58,0.00,8.63,8.83,18.99,8.09,98.54,5.59,1.72,20.08,14.81,9.09,0.00,6.38,0.87,33.75,39.92,0.87,69.82,54.27,2.47,3.23,-1.71,45.23,67.58,168.82,2.74,23.85,26.55,29.46,11.32,1.60,0.98,4.72,0.00,114.68,24.86,24.65,25.97,21.78,26.69,90.66,24.69,221.43,74.98,78.12
Modison,506261,MODISONLTD,INE737D01021,Electrical Equipment,Other Electrical Equipment,481.30,1561.80,506.77,101.63,14.58,215.57,0.64,-0.88,0.18,66.70,294.95,52.23,31.34,30.98,18.76,-79.18,174.47,31.30,0.00,0.92,28.51,19.64,0.00,10.55,0.88,24.30,26.25,5.67,91.01,93.27,14.14,0.92,0.00,287.32,270.47,846.66,34.04,82.83,143.71,145.16,18.52,20.06,11.66,50.91,0.12,5.00,15.88,16.66,9.25,11.01,24.84,84.64,154.78,1734.78,256.74,376.87
Navin Fluo.Intl.,532504,NAVINFLUOR,INE048G01026,Chemicals & Petrochemicals,Specialty Chemicals,8296.35,42572.41,107.67,44.07,53.54,78.66,0.32,1.35,2.56,42.43,124.32,27.08,19.48,20.96,33.90,404.44,1271.75,154.05,28.46,23.73,16.84,14.21,0.00,33.18,0.93,56.97,28.83,10.66,43.70,37.86,9.72,5.23,2.49,937.71,1045.08,3633.58,243.31,20.89,892.37,758.42,34.17,185.40,148.37,202.29,-1.72,860.80,70.78,32.64,22.72,25.94,34.25,775.46,1162.79,43747.29,6965.93,8123.51
Network People,544396,NPST,INE0FFK01017,Financial Technology (Fintech),Financial Technology (Fintech),1641.90,3425.55,53.69,68.00,76.69,-19.97,0.03,-1.11,0.91,47.17,25.13,60.48,9.45,19.67,25.11,-92.76,13.76,21.42,10.02,0.08,68.39,56.21,0.00,43.09,0.77,47.13,78.77,7.77,140.12,31.29,66.11,0.08,0.36,61.98,56.48,217.76,11.05,84.03,52.62,46.68,24.52,11.54,9.84,12.24,-7.07,0.20,87.87,25.98,34.73,30.45,20.94,211.24,60.82,3129.93,1522.97,1598.74
NIBE,535136,NIBE,INE149O01018,Aerospace & Defense,Aerospace & Defense,1228.60,1904.56,-680.53,-23.62,,1.52,0.34,-575.33,,-5.17,-135.21,51.46,0.11,4.79,6.09,-120.15,119.66,-5.25,0.58,11.47,65.17,12.27,0.00,60.97,0.66,17.12,83.76,5.28,50.83,50.32,0.23,9.43,-0.65,259.50,63.01,454.96,-11.03,25.18,59.08,73.37,-15.12,-18.87,-9.69,29.23,-3.86,49.00,131.03,9.43,11.77,,19.77,233.18,3.83,1977.38,1328.60,1407.85
Nimbus Projects,511714,NIMBSPROJ,INE875B01015,Realty,"Residential, Commercial Projects",172.98,334.18,98.69,-20.51,,-24.84,0.97,0.26,,1683.72,-12.01,70.50,-31.65,-13.46,-23.52,-29.61,271.32,-20.67,0.00,0.19,365.36,2.00,0.00,-29.52,0.56,66.77,24.70,1.21,227.19,596.24,-0.80,0.19,0.00,218.23,3.10,227.96,-0.52,,2.26,4.37,-380.00,-41.22,19.98,-15.92,19.20,3.68,1.71,-37.72,-21.64,-32.20,-11.01,144.23,-21.04,572.97,201.70,177.18
Omnitech Engg.,544720,OMNI,INE0UH301010,Industrial Manufacturing,Industrial Products,539.45,6671.16,470.63,61.48,64.15,,0.64,-0.02,1.83,49.11,80.98,74.19,14.33,17.56,33.96,-128.90,434.72,9.04,10.81,4.31,42.33,18.23,0.00,30.94,0.70,71.94,34.72,9.78,180.48,61.13,4.48,,,148.72,166.66,574.76,29.73,34.99,134.41,124.97,30.37,22.23,22.55,29.31,,102.68,63.97,33.47,34.31,,33.45,54.96,180.41,6942.08,415.64,548.88
Owais Metal,,OWAIS,INE0R8M01017,Ferrous Metals,Ferro & Silica Manganese,75.05,136.46,-193.42,-99.72,82.70,-84.29,0.26,37.48,0.57,-42.40,-96.69,72.16,8.58,4.30,5.91,50.29,29.56,0.91,0.67,0.03,,38.64,11.96,19.29,0.13,-9560.00,21.99,1.20,45.55,114.49,1.61,,,122.62,0.30,122.92,-23.56,144.92,,,-9553.33,,,25.21,,3.21,34.57,5.91,30.93,,29.29,62.35,6.02,165.86,192.84,89.33
Pace Digitek,544550,PACEDIGITK,INE0S3G01027,Telecom - Services,Telecom - Infrastructure,155.15,3348.89,13.24,51.29,11.17,,0.44,-2.74,0.06,14.85,8.53,69.52,19.30,21.40,16.30,-932.15,980.98,14.54,5.36,0.98,73.79,38.67,0.00,6.72,0.67,45.54,14.31,1.54,117.08,55.27,6.57,,,1096.78,555.36,2829.56,61.32,173.95,643.97,533.45,15.50,78.78,67.87,99.16,,192.10,12.57,17.36,19.89,16.68,14.88,102.26,515.73,3560.77,188.22,180.22
Panache Digilife,,PANACHE,INE895W01019,IT - Services,IT Enabled Services,529.00,847.16,326.04,60.73,40.22,101.15,0.25,0.03,0.35,87.73,213.86,54.05,17.87,23.67,11.33,0.03,27.65,11.76,0.00,0.00,27.75,16.66,0.00,26.96,0.95,16.83,25.81,7.77,148.01,141.61,11.59,0.00,0.00,94.55,47.48,251.05,4.09,113.33,70.00,39.02,10.43,4.44,1.48,11.05,-11.44,35.35,52.89,10.94,9.24,8.19,15.00,68.06,31.05,872.30,393.50,483.12
Pavna Industries,543915,PAVNAIND,INE07S101038,Auto Components,Auto Components & Equipments,15.50,216.27,352.63,52.12,28.58,-56.30,0.55,-0.17,-2.34,13.36,42.03,61.50,5.55,5.49,9.58,-45.97,113.21,0.54,0.00,4.80,-6.38,9.23,0.00,9.59,0.35,34.47,29.89,1.05,60.93,72.83,2.47,4.80,0.00,54.45,91.88,328.51,0.86,-12.20,108.03,74.15,8.51,3.02,1.68,2.44,-8.95,139.22,51.62,9.85,10.90,10.08,14.77,14.64,18.99,327.06,21.50,17.49
Physicswallah,544609,PWL,INE0LP301011,Other Consumer Services,E-Learning,131.30,38088.63,35.60,24.42,623.25,,0.23,-34.47,27.24,32.53,124.98,71.27,-7.44,4.02,9.48,494.25,1052.11,0.15,13.12,12.01,73.68,-56.89,0.00,56.33,0.81,93.41,27.59,8.33,227.18,8.91,2.38,,,918.80,1053.95,4106.41,-77.57,22.88,1082.42,1051.24,-5.41,102.27,69.71,-50.64,,956.15,406.40,9.49,6.89,-3.03,3.13,15.81,224.41,38014.52,123.10,123.94
Pine Labs,544606,PINELABS,INE15B701018,Financial Technology (Fintech),Financial Technology (Fintech),192.05,22159.91,308.56,19.65,171.21,,0.07,3.51,4.80,19.59,261.55,0.00,3.31,4.15,14.43,161.05,440.65,1.19,24.82,9.49,19.27,-1.44,0.00,26.78,0.68,85.43,78.77,3.68,-609.42,-725.89,3.43,,,700.51,736.92,2831.60,19.57,35.68,744.27,649.90,12.88,42.39,5.97,53.21,,513.56,131.12,13.22,9.60,7.21,15.19,51.34,258.66,14374.64,181.76,162.13
Pion. Embroider.,514300,PIONEEREMB,INE156C01018,Textiles & Apparels,Other Textile Products,21.05,64.86,104.00,12.30,,-45.68,0.59,31.37,,-4.97,-125.78,32.71,2.26,2.19,4.10,15.24,91.46,-0.11,6.49,0.27,4.25,4.55,52.59,6.87,0.54,32.91,19.76,0.41,41.63,32.13,0.94,0.27,-2.78,86.03,96.71,346.65,0.12,,81.21,82.70,4.05,-0.83,-3.80,4.16,0.32,96.87,38.78,4.04,6.72,5.95,6.17,50.68,8.02,155.18,26.41,22.54
Pondy Oxides,532626,POCL,INE063E01061,Diversified Metals,Diversified Metals,438.00,3340.96,31.58,56.15,22.56,-7.63,0.19,-0.39,0.55,49.63,89.46,36.39,20.55,24.05,6.87,-102.50,152.11,19.32,7.50,3.14,25.93,19.01,0.00,15.07,0.68,9.55,23.41,4.15,61.64,50.24,22.19,3.01,7.50,931.68,930.91,3273.39,36.25,41.24,776.29,634.51,5.92,37.56,35.58,38.56,-12.49,142.03,20.16,7.23,5.16,5.83,6.28,104.83,207.68,3480.75,499.14,502.90
Prime Focus,532748,PFOCUS,INE367G01038,Entertainment,Media & Entertainment,318.45,24800.04,-90.56,23.81,138.93,62.49,2.74,3.40,16.48,29.17,18.87,60.73,39.32,11.28,30.09,495.40,5716.73,1.49,1.07,3.41,0.23,5.85,0.00,20.46,0.87,100.00,41.06,11.85,-242.07,-134.67,1.43,-7.85,1.07,1384.47,1266.81,4919.46,5.84,8.43,1207.24,1060.94,23.76,69.20,4.07,86.60,-9.22,4891.51,43.24,30.45,21.86,20.91,35.28,26.91,754.34,29828.48,255.19,286.56
Prostarm Info,544410,PROSTARM,INE0BX301013,Electrical Equipment,Other Electrical Equipment,126.90,747.12,221.15,48.72,19.60,-39.95,0.31,-1.41,1.03,32.89,26.42,72.83,16.15,17.88,12.83,-71.70,92.97,6.49,0.87,0.51,18.13,27.13,0.00,14.15,0.54,24.56,26.25,2.49,192.19,111.72,11.12,,,102.95,75.82,402.72,5.01,19.07,159.34,64.61,9.18,15.96,8.46,8.76,,24.19,25.77,12.87,13.77,12.88,11.55,51.27,56.37,838.35,145.00,135.36
Quality Power El,544367,QPOWER,INE0SII01026,Electrical Equipment,Heavy Electrical Equipment,1353.75,10483.97,49.59,31.66,78.67,55.02,0.07,0.43,0.97,121.98,89.95,73.91,26.62,31.53,18.59,-30.68,40.18,17.21,6.45,3.37,55.23,29.86,0.00,40.68,0.86,41.83,34.64,19.34,73.04,54.22,34.27,,,280.81,232.67,1003.23,36.11,80.81,283.99,205.76,17.62,62.76,35.17,33.94,,10.61,75.03,18.63,19.41,16.62,10.78,69.99,238.53,10276.20,1074.58,1301.54
RACL Geartech,520073,RACLGEAR,INE704B01017,Auto Components,Auto Components & Equipments,1741.85,2053.31,5.79,27.74,43.47,85.77,0.66,1.76,6.42,22.69,70.89,42.70,15.70,16.55,22.56,29.17,232.96,39.90,3.22,9.27,10.08,15.81,0.00,17.71,0.94,79.89,29.89,5.83,66.29,32.06,3.73,9.20,3.22,129.76,127.63,505.48,8.77,6.77,130.81,117.28,24.92,14.66,12.02,11.75,-10.65,203.38,30.43,21.79,20.68,22.07,21.42,298.71,94.00,2278.66,1286.59,1452.26
Ram Ratna Wires,522281,RAMRAT,INE207E01023,Electrical Equipment,Other Electrical Equipment,516.10,4817.76,127.75,88.63,37.25,49.71,1.17,-0.86,1.06,60.51,94.01,69.30,21.45,23.58,5.04,-263.84,675.23,13.59,0.62,0.47,25.01,20.47,0.02,17.02,0.86,8.89,26.25,8.30,10.43,14.00,2.81,-0.10,0.62,1752.85,1853.28,6047.46,35.21,35.09,1277.94,1163.39,4.76,31.64,21.82,39.01,-3.74,266.53,29.50,5.05,4.25,4.51,5.24,62.08,279.57,5479.13,402.02,483.77
Ramco Inds.,532369,RAMCOIND,INE614A01028,Other Construction Materials,Other Construction Materials,313.00,2718.16,21.91,15.48,8.62,-11.85,0.04,0.66,0.25,13.43,51.92,54.84,12.91,4.57,14.38,150.40,171.47,37.68,3.35,1.00,7.13,3.78,1.05,9.60,0.79,47.32,15.54,0.62,79.95,75.08,15.75,0.27,-0.15,501.83,613.81,1872.74,80.01,34.36,391.62,365.48,17.13,112.07,40.93,81.75,0.96,307.95,11.23,12.98,10.72,12.01,12.92,520.72,247.67,2738.39,312.49,332.08
Ramky Infra,533262,RAMKY,INE874I01013,Construction,Civil Construction,320.00,2214.32,-47.18,24.26,11.88,-43.28,0.27,-0.93,0.26,4.52,-4.40,69.81,30.41,13.66,9.44,3.47,591.18,34.10,0.91,1.92,2.69,17.22,25.70,6.52,0.45,15.75,15.07,1.01,101.45,13.82,3.83,1.85,0.78,506.68,471.23,1938.47,39.30,45.03,488.92,471.64,6.06,78.00,75.63,-6.05,-0.02,1650.27,17.38,12.47,16.45,17.60,-0.83,312.50,336.91,2538.14,447.54,377.96
Redtape,543957,REDTAPE,INE0LXT01019,Consumer Durables,Footwear,119.75,6619.86,15.23,3.65,26.81,-15.52,0.70,0.72,1.39,18.98,38.47,71.83,22.77,24.48,17.01,89.35,719.96,4.46,11.74,3.21,18.10,25.14,0.00,14.88,0.73,47.19,43.10,6.47,81.28,65.84,6.07,,,675.51,481.28,2435.74,44.48,19.30,786.55,492.40,17.36,104.53,27.54,69.88,,260.00,45.37,14.61,10.87,14.70,16.50,18.48,402.15,7330.06,129.49,125.40
Refex Industries,532884,REFEX,INE056I01025,Other Utilities,Waste Management,267.00,3663.78,145.38,160.42,12.87,-22.92,0.15,0.53,0.46,37.90,56.27,56.57,17.01,22.71,15.04,46.68,225.04,18.10,0.38,0.93,11.80,23.89,43.51,7.69,0.64,15.35,20.16,2.44,144.48,105.14,11.16,0.25,0.23,934.17,916.31,2841.18,73.66,27.70,576.01,414.69,11.67,52.71,36.19,101.91,3.87,149.42,17.65,15.89,9.12,,17.08,109.63,433.37,3495.47,298.65,294.56
Roto Pumps,517500,ROTO,INE535D01037,Industrial Products,"Compressors, Pumps & Diesel Engines",63.55,1197.59,46.83,14.75,43.18,-22.55,0.13,1.49,-4.63,-2.58,-19.77,66.80,12.05,14.81,18.07,14.98,31.80,1.47,0.11,0.19,8.03,19.47,0.00,20.99,0.74,70.66,42.95,4.99,116.26,92.22,13.83,-7.10,0.11,81.30,75.60,294.36,9.25,-9.32,72.70,64.76,20.08,6.78,5.96,5.73,-0.46,55.63,33.67,18.13,21.57,22.40,15.73,12.75,41.35,1206.62,65.77,65.57
Rubicon Research,544578,RUBICON,INE506V01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,1834.05,30359.45,95.80,51.59,105.43,,0.24,0.83,0.68,46.65,89.49,59.76,20.26,28.35,23.26,-23.88,311.01,17.68,9.43,7.52,64.57,24.45,0.00,65.49,0.97,68.38,34.75,23.43,104.03,68.79,10.09,,,513.92,534.34,1935.81,84.78,154.99,475.53,412.02,24.16,72.80,53.85,76.79,,319.67,72.27,22.82,20.58,17.36,23.10,78.07,412.19,30324.44,1181.02,1628.03
Saksoft,590051,SAKSOFT,INE667G01023,IT - Software,Computers - Software & Consulting,144.05,1909.44,-9.46,-0.18,14.27,-29.55,0.06,1.28,0.77,8.13,15.89,66.72,17.49,25.48,18.54,166.99,43.68,9.82,0.01,2.18,14.81,25.74,0.00,8.31,0.64,100.00,20.55,2.40,9.45,0.43,25.90,-2.54,0.01,248.85,248.62,1006.74,29.29,18.59,250.78,258.49,18.26,29.02,35.97,35.93,-0.14,13.53,21.46,18.57,16.56,17.30,18.18,58.77,191.43,1702.34,164.18,159.66
Sansera Enginee.,543358,SANSERA,INE953O01021,Auto Components,Auto Components & Equipments,3949.50,24646.31,64.54,36.43,70.63,195.04,0.12,1.07,2.58,23.53,61.41,29.21,11.34,13.69,18.91,-118.79,370.47,52.10,31.04,21.52,13.86,14.47,0.00,35.83,0.95,61.05,29.89,8.09,57.51,42.79,19.69,-8.82,6.74,885.85,911.17,3341.47,99.30,27.41,798.00,746.45,20.11,63.50,70.35,103.97,-6.01,654.51,33.74,18.31,17.39,17.64,19.52,491.22,492.30,24631.24,2764.66,3639.70
SBC Exports,542725,SBC,INE04AK01028,Textiles & Apparels,Garments & Apparels,47.81,2276.67,269.80,72.82,67.05,117.80,2.93,-3.35,1.42,46.75,139.59,50.28,37.35,16.67,10.62,-86.38,220.92,0.71,0.08,2.79,12.06,19.16,39.98,47.42,0.97,18.67,25.46,30.21,46.05,41.74,4.16,2.77,0.08,104.75,106.04,346.09,9.43,47.22,70.49,64.81,11.90,9.44,10.50,4.58,-15.53,26.76,57.16,9.72,7.48,7.17,4.34,1.58,50.93,2480.54,35.20,42.03
Senores Pharma.,544319,SENORES,INE0RB801010,Pharmaceuticals & Biotechnology,Pharmaceuticals,1432.50,6597.22,55.70,30.60,52.20,114.56,0.37,0.51,0.38,50.95,86.99,45.82,12.30,15.13,29.23,-202.51,342.03,27.44,9.77,6.62,161.59,12.68,2.81,28.92,0.90,63.53,34.75,7.09,132.02,67.93,7.34,,,175.19,180.21,688.11,30.72,139.19,170.95,161.76,29.83,33.58,30.12,31.61,,62.60,44.33,26.61,22.52,24.27,27.11,202.72,199.25,6779.64,1106.29,1407.42
Shah Metacorp,533275,SHAH,INE482J01021,Industrial Products,Iron & Steel Products,3.35,332.47,39.76,97.92,25.27,-3.84,0.78,-3.86,0.27,48.83,12.09,30.20,3.09,4.82,1.41,-56.79,239.08,0.13,1.01,1.08,73.42,5.79,0.00,23.88,0.57,14.91,21.24,1.07,614.46,356.96,7.21,1.08,1.01,62.28,57.20,236.29,3.48,94.66,50.04,66.77,8.29,0.72,0.80,8.29,-9.32,67.48,33.70,0.84,6.34,0.54,-6.66,3.09,19.76,569.28,4.38,3.95
Shalby,540797,SHALBY,INE597J01018,Healthcare Services,Hospital,140.25,1514.85,21.64,11.74,38.51,-37.79,0.59,0.00,-1.36,6.50,7663.46,74.33,4.74,6.12,12.14,-145.25,594.59,3.64,0.30,4.47,12.35,7.74,0.00,12.28,0.51,80.77,49.56,1.49,21.73,32.03,2.43,0.47,0.30,287.45,331.22,1176.23,10.85,-28.32,272.13,285.43,12.56,1.28,7.28,18.32,0.21,180.50,36.68,12.71,12.40,15.39,10.21,93.07,97.80,2087.50,171.02,157.48
Shreeji Ship. Gl,544490,SHREEJISPG,INE1B6101010,Transport Services,Shipping,669.50,10907.37,19.06,29.57,68.27,170.90,0.36,1.25,7.19,23.06,20.59,90.00,21.02,26.35,28.42,-62.42,278.08,9.81,1.08,0.46,-4.99,33.12,0.00,42.79,0.92,100.00,11.17,14.16,-36.45,-27.21,12.87,,,188.07,208.85,757.04,44.29,9.50,197.93,162.19,29.55,32.47,42.70,40.32,,175.45,38.84,30.07,32.83,27.14,23.36,47.19,221.52,10764.90,477.08,622.81
Shriram Properti,543419,SHRIRAMPPS,INE217L01019,Realty,"Residential, Commercial Projects",70.40,1201.41,-46.38,-7.44,13.18,-22.66,0.42,-0.15,0.85,37.02,13.58,27.89,11.43,8.04,3.10,-16.74,616.06,5.35,1.43,6.85,23.41,9.35,0.00,10.05,0.71,57.85,24.70,0.83,333.55,365.73,1.83,2.34,-5.00,640.88,224.28,1249.37,11.04,15.53,178.90,205.31,-3.88,-6.88,8.57,78.53,-0.10,643.70,20.97,6.69,3.60,7.70,10.85,85.55,155.57,1666.56,83.48,80.12
Sigma Advanced System,532408,SIGMAADV,INE933B01012,Aerospace & Defense,Aerospace & Defense,800.00,15194.29,-81.87,7083.88,91.38,443.37,0.71,-0.84,0.40,963.82,20.42,66.24,56.73,60.82,14.40,107.94,331.67,9.08,0.02,0.13,529.70,25.72,0.00,65.47,0.93,60.53,83.76,30.10,123.05,123.05,9.12,0.13,0.02,322.82,374.28,860.95,24.72,227.73,145.70,18.15,16.28,-1.03,4.23,129.81,22.47,145.80,56.90,9.73,,2.17,17.12,26.58,215.74,15501.54,420.10,662.57
Simplex Infra,523838,SIMPLEXINF,INE059B01024,Construction,Civil Construction,240.45,1901.87,125.00,19.77,42.08,-19.41,1.68,1.84,1.53,4.58,194.67,35.99,2.65,2.40,6.38,19.49,1641.66,5.79,6.59,0.39,-18.32,0.68,33.09,33.64,0.73,92.16,15.07,1.95,517.77,195.21,5.77,0.04,-2.25,282.90,290.55,1069.15,10.44,27.54,247.71,247.99,7.15,8.09,8.62,18.58,-13.83,5984.30,20.04,5.41,2.11,1.81,7.57,123.32,69.99,3362.11,245.63,253.82
Sky Gold & Diam.,541967,SKYGOLD,INE01IU01018,Consumer Durables,"Gems, Jewellery And Watches",797.00,12343.38,136.94,77.93,36.90,193.77,0.73,-0.16,0.25,81.40,116.13,51.74,31.27,27.02,7.24,-140.04,869.11,21.63,14.20,2.79,76.05,22.11,0.00,23.18,0.92,9.32,17.90,10.36,27.66,22.28,6.00,2.78,14.20,1911.51,2012.79,7176.44,103.28,145.49,1767.68,1484.46,7.79,80.54,66.99,84.28,-21.81,146.44,33.88,6.90,5.56,5.67,7.36,77.39,545.93,12977.05,530.25,724.42
Softtech Enginee,543470,SOFTTECH,INE728Z01015,IT - Software,Computers - Software & Consulting,472.50,654.05,9.47,23.21,129.78,16.54,0.23,5.86,16.57,35.76,209.20,18.89,4.71,6.21,24.33,-1.31,38.84,3.64,0.00,0.00,26.66,5.67,0.00,17.82,0.96,91.38,20.55,3.80,86.98,130.73,3.31,-0.09,0.00,46.59,33.28,139.17,1.04,7.83,32.49,26.81,27.22,1.17,0.33,2.41,-21.55,48.09,114.18,24.22,23.65,25.86,21.42,124.09,13.02,659.89,384.58,421.82
Solarworld Ene.,544532,SOLARWORLD,INE0TY101024,Construction,Civil Construction,133.45,1156.66,-26.41,146.81,9.83,,0.30,-0.04,0.10,150.04,34.09,65.77,16.30,23.80,10.09,-10.81,255.46,13.51,9.25,0.77,80.90,44.02,0.00,4.50,0.34,13.95,15.07,1.38,29.38,37.78,7.68,,,591.81,168.42,1476.34,9.50,100.98,578.23,137.88,6.56,49.22,9.29,49.06,,64.67,20.52,10.68,19.60,12.91,9.82,97.82,179.82,840.15,207.68,165.70
Spacenet Enterpr,,SPCENET,INE970N01027,Commercial Services & Supplies,Trading & Distributors,3.25,184.51,236.32,-8.45,7.35,-53.63,0.14,1.37,0.09,8.06,90.93,15.52,14.64,9.95,6.17,-9.93,24.81,0.44,0.00,1.65,10.44,11.06,0.00,5.69,0.29,2.29,22.91,1.04,82.95,96.92,21.40,1.65,0.00,45.26,48.88,190.19,12.78,81.45,47.63,48.42,-1.78,3.11,5.01,4.66,-0.99,0.20,52.69,8.76,8.72,6.70,13.59,3.12,31.46,206.36,4.81,3.51
Spectrum Electr.,544386,SPECTRUM,INE01EO01010,Industrial Manufacturing,Industrial Products,3162.25,4969.12,118.23,84.36,99.39,106.51,0.89,1.65,1.38,40.95,83.82,72.72,25.90,17.69,15.24,-35.36,213.74,31.82,0.36,3.63,25.81,16.66,0.00,54.34,1.00,29.64,34.72,20.60,33.42,26.19,5.06,3.63,0.29,184.26,155.88,575.90,13.29,71.94,119.70,116.06,14.83,9.20,7.93,19.58,1.27,83.61,110.71,15.11,13.18,12.54,17.16,153.57,82.83,5152.42,1772.78,2237.82
SPML Infra,500402,SPMLINFRA,INE937A01023,Construction,Civil Construction,167.25,1419.04,87.13,82.34,16.66,-38.28,0.38,-1.51,0.03,37.89,80.86,40.51,14.05,6.76,8.33,-178.96,358.07,10.90,1.84,0.39,-0.56,6.45,22.85,16.52,0.58,18.50,15.07,1.38,159.04,106.70,7.66,0.39,-0.50,290.51,284.28,994.69,22.68,476.39,229.76,190.14,9.44,20.34,15.04,27.18,1.16,1771.45,41.34,7.53,5.54,3.35,6.91,120.29,94.82,1610.36,195.43,187.57
SRM Contractors,544158,SRM,INE0R6Z01013,Construction,Civil Construction,421.20,966.40,54.59,37.82,8.19,-8.29,0.36,0.83,0.10,75.33,86.75,72.59,22.78,37.14,17.24,-90.61,134.74,51.42,0.25,0.10,50.59,32.80,0.00,4.72,0.65,39.37,15.07,2.63,29.03,47.35,13.34,,,445.75,196.26,1079.44,19.71,81.27,231.21,206.22,19.47,24.10,20.08,54.10,,46.96,17.58,16.41,15.44,14.63,16.69,161.74,169.78,917.07,479.60,478.66
Stallion India,544342,STALLION,INE0RYC01010,Chemicals & Petrochemicals,Industrial Gases,214.45,2489.43,79.25,9.94,47.86,27.55,0.05,0.90,0.85,6.49,51.93,47.80,7.00,11.76,14.86,-9.95,34.47,4.48,1.53,0.82,24.07,16.61,0.00,28.93,0.59,23.75,50.20,3.64,144.86,161.64,92.99,,,109.99,121.45,441.65,18.57,56.03,104.65,105.56,18.15,11.13,11.42,10.93,,18.27,40.34,13.44,12.64,12.38,14.86,58.63,70.67,2090.23,185.02,219.58
Sukhjit Starch,524542,SUKHJITS,INE450E01029,Agricultural Food & other Products,Other Agricultural Products,160.70,502.11,142.51,7.18,14.69,-6.74,0.61,0.14,-0.30,-0.88,9.73,66.15,5.90,5.88,6.42,10.83,345.40,10.94,0.00,0.00,-0.33,9.04,0.00,7.56,0.70,28.16,15.76,0.89,27.23,15.43,2.48,-0.01,0.00,401.69,395.65,1458.95,12.15,-49.29,347.00,314.61,7.62,3.13,4.30,14.59,-0.06,332.25,13.46,5.77,7.46,9.07,6.43,181.58,76.08,831.93,171.86,163.29
Suratwwala Busi.,543218,SBGLP,INE05ST01028,Realty,"Residential, Commercial Projects",21.09,365.73,75.23,164.08,8.72,-37.14,0.80,-0.16,0.42,292.20,241.56,73.39,22.45,30.79,35.04,-14.99,83.01,2.42,0.00,0.00,31.92,32.70,0.00,7.40,0.50,38.60,24.70,3.50,336.05,511.82,43.30,-0.03,0.00,58.97,42.12,169.00,9.34,20.74,41.93,25.98,31.89,11.13,8.16,13.28,-1.39,31.62,29.55,37.24,40.25,44.91,32.44,6.02,58.02,443.87,29.54,24.61
Suyog Telematics,537259,SUYOG,INE442P01014,Telecom - Services,Telecom - Infrastructure,650.95,762.74,-18.11,2.16,12.89,-16.63,0.69,1.00,1.24,11.83,45.53,51.64,12.34,14.42,66.46,-31.39,335.42,51.19,0.00,0.67,13.35,16.57,6.61,6.68,0.71,73.86,14.31,1.55,142.60,67.05,4.50,0.67,0.00,65.26,65.27,235.37,13.93,10.38,52.59,52.25,59.92,14.54,16.59,14.14,3.45,158.06,16.03,74.85,57.19,67.22,61.42,417.19,102.43,1082.59,778.55,775.67
T B Z,534369,TBZ,INE760L01018,Consumer Durables,"Gems, Jewellery And Watches",521.00,3476.68,50.76,34.77,16.30,181.07,1.06,0.15,0.23,29.14,189.44,74.12,27.81,21.89,11.11,15.70,886.21,32.03,0.00,1.47,10.20,14.93,0.00,11.00,0.89,16.37,17.90,4.04,74.09,70.73,5.12,0.91,0.00,829.69,840.97,3419.92,33.92,71.41,1061.43,687.83,8.60,80.63,31.53,67.64,0.00,575.43,15.86,11.53,6.91,7.30,13.54,125.60,356.79,4261.06,222.93,321.86
